Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
SALINE,51,,Dakota4,NM,-107.860282,36.35666,,32.7666,-96.7779,677.8417269,780,23.84755531,1,50,4.013087396,50,2.569530778,30.43017349,50,,#N/A,#N/A,#N/A,Dakota4,,50-NM-2.4-Dakota4-100
SALINE,52,,Dakota5,UT,-110.418893,39.731114,,32.7666,-96.7779,899.0369307,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Dakota5,,50-UT-2.4-Dakota5-100
SALINE,53,,Dakota6,CO,-104.972078,37.354395,,32.7666,-96.7779,561.7338709,650,20.23866377,1,50,4.013087396,50,2.569530778,26.82128195,50,,#N/A,#N/A,#N/A,Dakota6,,50-CO-2.4-Dakota6-100
SALINE,54,,Dakota7,NM,-104.972436,36.767704,,32.7666,-96.7779,541.3582249,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,50,,#N/A,#N/A,#N/A,Dakota7,,50-NM-2.4-Dakota7-100
SALINE,55,,Dakota8,CO,-103.829364,39.955409,,32.7666,-96.7779,633.198295,730,22.20190077,1,50,4.013087396,50,2.569530778,28.78451895,50,,#N/A,#N/A,#N/A,Dakota8,,50-CO-2.4-Dakota8-100
SALINE,56,,Dakota9,WY,-104.531272,41.662894,,32.7666,-96.7779,748.3158719,860,26.21498817,1,50,4.013087396,50,2.569530778,32.79760634,50,,#N/A,#N/A,#N/A,Dakota9,,50-WY-2.4-Dakota9-100
SALINE,57,,Dakota10,NE,-103.237192,41.669831,,32.7666,-96.7779,710.7068508,820,24.81473825,1,50,4.013087396,50,2.569530778,31.39735642,50,,#N/A,#N/A,#N/A,Dakota10,,50-NE-2.4-Dakota10-100
SALINE,58,,Dakota11,WY,-108.951827,41.837934,,32.7666,-96.7779,916.0730576,1050,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Dakota11,,50-WY-2.4-Dakota11-100
SALINE,59,,Devonian1,NM,-104.018957,33.030687,,32.7666,-96.7779,420.8570258,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,50,,#N/A,#N/A,#N/A,Devonian1,,50-NM-2.4-Devonian1-100
SALINE,60,,Domengine,CA,-120.12411,36.688649,,32.7666,-96.7779,1351.078924,1550,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Domengine,,50-CA-2.4-Domengine-100
SALINE,61,,Domengine1,CA,-121.358152,38.071841,,32.7666,-96.7779,1428.641407,1640,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Domengine1,,50-CA-2.4-Domengine1-100
SALINE,62,,Domengine2,CA,-121.914081,39.433532,,32.7666,-96.7779,1472.86269,1690,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Domengine2,,50-CA-2.4-Domengine2-100
SALINE,63,,Duperow-Lower1,MT,-111.608297,48.437306,,32.7666,-96.7779,1329.642054,1530,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Duperow-Lower1,,50-MT-2.4-Duperow-Lower1-100
SALINE,64,,Duperow-Upper1,MT,-111.608297,48.437306,,32.7666,-96.7779,1329.642054,1530,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Duperow-Upper1,,50-MT-2.4-Duperow-Upper1-100
SALINE,65,,Entrada1,CO,-108.043892,39.586576,,32.7666,-96.7779,785.2098885,900,27.1821711,1,50,4.013087396,50,2.569530778,33.76478927,50,,#N/A,#N/A,#N/A,Entrada1,,50-CO-2.4-Entrada1-100
SALINE,66,,Entrada2,UT,-110.408938,39.645765,,32.7666,-96.7779,895.7980316,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Entrada2,,50-UT-2.4-Entrada2-100
SALINE,67,,Entrada3,CO,-104.922716,37.393966,,32.7666,-96.7779,560.8942172,650,20.23866377,1,50,4.013087396,50,2.569530778,26.82128195,50,,#N/A,#N/A,#N/A,Entrada3,,50-CO-2.4-Entrada3-100
SALINE,68,,Entrada4,NM,-104.833223,36.780506,,32.7666,-96.7779,535.0112555,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,50,,#N/A,#N/A,#N/A,Entrada4,,50-NM-2.4-Entrada4-100
SALINE,69,,Entrada5,CO,-103.744671,39.716428,,32.7666,-96.7779,617.740529,710,21.72552709,1,50,4.013087396,50,2.569530778,28.30814526,50,,#N/A,#N/A,#N/A,Entrada5,,50-CO-2.4-Entrada5-100
SALINE,70,,Entrada6,WY,-104.531272,41.662894,,32.7666,-96.7779,748.3158719,860,26.21498817,1,50,4.013087396,50,2.569530778,32.79760634,50,,#N/A,#N/A,#N/A,Entrada6,,50-WY-2.4-Entrada6-100
SALINE,71,,Entrada7,NE,-103.237192,41.669831,,32.7666,-96.7779,710.7068508,820,24.81473825,1,50,4.013087396,50,2.569530778,31.39735642,50,,#N/A,#N/A,#N/A,Entrada7,,50-NE-2.4-Entrada7-100
SALINE,72,,Entrada8,CO,-107.908338,37.152901,,32.7666,-96.7779,699.490427,800,24.323929,1,50,4.013087396,50,2.569530778,30.90654717,50,,#N/A,#N/A,#N/A,Entrada8,,50-CO-2.4-Entrada8-100
SALINE,73,,Entrada9,NM,-107.603557,36.504894,,32.7666,-96.7779,667.6547558,770,23.60215069,1,50,4.013087396,50,2.569530778,30.18476886,50,,#N/A,#N/A,#N/A,Entrada9,,50-NM-2.4-Entrada9-100
SALINE,74,,Eutaw1,MS,-89.894158,31.994275,,32.7666,-96.7779,405.5722003,470,14.91193985,1,50,4.013087396,50,2.569530778,21.49455803,50,,#N/A,#N/A,#N/A,Eutaw1,,50-MS-2.4-Eutaw1-100
SALINE,75,,Eutaw2,AL,-87.648408,31.18116,,32.7666,-96.7779,546.6044035,630,19.31478754,1,50,4.013087396,50,2.569530778,25.89740571,50,,#N/A,#N/A,#N/A,Eutaw2,,50-AL-2.4-Eutaw2-100
SALINE,76,,Eutaw3,FL,-85.406059,30.503717,,32.7666,-96.7779,687.372702,790,24.09295994,1,50,4.013087396,50,2.569530778,30.67557811,50,,#N/A,#N/A,#N/A,Eutaw3,,50-FL-2.4-Eutaw3-100
SALINE,77,,Eutaw4,GA,-82.755628,30.860447,,32.7666,-96.7779,834.0435805,960,29.04435914,1,50,4.013087396,50,2.569530778,35.62697731,50,,#N/A,#N/A,#N/A,Eutaw4,,50-GA-2.4-Eutaw4-100
SALINE,78,,Forbes,CA,-121.914919,39.442685,,32.7666,-96.7779,1473.021067,1690,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Forbes,,50-CA-2.4-Forbes-100
SALINE,79,,Fort Union1a,WY,-109.022469,41.804261,,32.7666,-96.7779,917.4276465,1060,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Fort Union1a,,50-WY-2.4-Fort Union1a-100
SALINE,80,,Fort Union1b,WY,-109.022469,41.804261,,32.7666,-96.7779,917.4276465,1060,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Fort Union1b,,50-WY-2.4-Fort Union1b-100
SALINE,81,,Fort Union2,WY,-108.180249,43.06611,,32.7666,-96.7779,944.068867,1090,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Fort Union2,,50-WY-2.4-Fort Union2-100
SALINE,82,,Fountain1a,CO,-104.74694,40.096938,,32.7666,-96.7779,673.0218402,770,23.60215069,1,50,4.013087396,50,2.569530778,30.18476886,50,,#N/A,#N/A,#N/A,Fountain1a,,50-CO-2.4-Fountain1a-100
SALINE,83,,Fountain1b,CO,-104.74694,40.096938,,32.7666,-96.7779,673.0218402,770,23.60215069,1,50,4.013087396,50,2.569530778,30.18476886,50,,#N/A,#N/A,#N/A,Fountain1b,,50-CO-2.4-Fountain1b-100
SALINE,84,,Fountain2a,CO,-103.708012,40.190548,,32.7666,-96.7779,641.6011366,740,22.88037238,1,50,4.013087396,50,2.569530778,29.46299056,50,,#N/A,#N/A,#N/A,Fountain2a,,50-CO-2.4-Fountain2a-100
SALINE,85,,Fountain2b,CO,-103.708012,40.190548,,32.7666,-96.7779,641.6011366,740,22.88037238,1,50,4.013087396,50,2.569530778,29.46299056,50,,#N/A,#N/A,#N/A,Fountain2b,,50-CO-2.4-Fountain2b-100
SALINE,86,,Frio1,TX,-95.662353,29.795656,,32.7666,-96.7779,215.8182126,250,7.982868093,1,30,2.280819455,30,1.674525676,11.93821322,50,,#N/A,#N/A,#N/A,Frio1,,50-TX-2.4-Frio1-100
SALINE,87,,Frio2,TX,-97.928856,27.505359,,32.7666,-96.7779,370.3686448,430,13.4828188,1,40,2.973726631,40,2.136463793,18.59300923,50,,#N/A,#N/A,#N/A,Frio2,,50-TX-2.4-Frio2-100
SALINE,88,,Frio3a,TX,-94.238304,30.231414,,32.7666,-96.7779,230.6001283,270,8.502548475,1,30,2.280819455,30,1.674525676,12.45789361,50,,#N/A,#N/A,#N/A,Frio3a,,50-TX-2.4-Frio3a-100
SALINE,89,,Frio3b,TX,-94.2397,30.231406,,32.7666,-96.7779,230.5471075,270,8.502548475,1,30,2.280819455,30,1.674525676,12.45789361,50,,#N/A,#N/A,#N/A,Frio3b,,50-TX-2.4-Frio3b-100
SALINE,90,,Frio4,TX,-94.054696,30.027196,,32.7666,-96.7779,248.4847041,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,50,,#N/A,#N/A,#N/A,Frio4,,50-TX-2.4-Frio4-100
SALINE,91,,Frio5,TX,-94.048754,29.778215,,32.7666,-96.7779,262.197718,300,9.715136033,1,30,2.280819455,30,1.674525676,13.67048116,50,,#N/A,#N/A,#N/A,Frio5,,50-TX-2.4-Frio5-100
SALINE,92,,Frio6,TX,-95.375951,29.671482,,32.7666,-96.7779,229.5835729,260,8.25714385,1,30,2.280819455,30,1.674525676,12.21248898,50,,#N/A,#N/A,#N/A,Frio6,,50-TX-2.4-Frio6-100
SALINE,93,,Frio7a,TX,-95.042701,29.543107,,32.7666,-96.7779,245.4785166,280,9.195455651,1,30,2.280819455,30,1.674525676,13.15080078,50,,#N/A,#N/A,#N/A,Frio7a,,50-TX-2.4-Frio7a-100
SALINE,94,,Frio7b,TX,-95.042701,29.543107,,32.7666,-96.7779,245.4785166,280,9.195455651,1,30,2.280819455,30,1.674525676,13.15080078,50,,#N/A,#N/A,#N/A,Frio7b,,50-TX-2.4-Frio7b-100
SALINE,95,,Frio8,TX,-94.945694,29.33855,,32.7666,-96.7779,260.7796542,300,9.715136033,1,30,2.280819455,30,1.674525676,13.67048116,50,,#N/A,#N/A,#N/A,Frio8,,50-TX-2.4-Frio8-100
SALINE,96,,Frio9a,TX,-96.77459,28.604953,,32.7666,-96.7779,287.8626754,330,10.49465661,1,30,2.280819455,30,1.674525676,14.45000174,50,,#N/A,#N/A,#N/A,Frio9a,,50-TX-2.4-Frio9a-100
SALINE,97,,Frio9b,TX,-96.77459,28.604953,,32.7666,-96.7779,287.8626754,330,10.49465661,1,30,2.280819455,30,1.674525676,14.45000174,50,,#N/A,#N/A,#N/A,Frio9b,,50-TX-2.4-Frio9b-100
SALINE,98,,Frio10,TX,-96.500092,28.515259,,32.7666,-96.7779,294.5307339,340,10.7544968,1,30,2.280819455,30,1.674525676,14.70984193,50,,#N/A,#N/A,#N/A,Frio10,,50-TX-2.4-Frio10-100
SALINE,99,,Frio11,TX,-95.66782,28.860671,,32.7666,-96.7779,278.0999111,320,10.23481642,1,30,2.280819455,30,1.674525676,14.19016155,50,,#N/A,#N/A,#N/A,Frio11,,50-TX-2.4-Frio11-100
SALINE,100,,Frio12a,TX,-97.939954,26.865191,,32.7666,-96.7779,414.1067132,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,50,,#N/A,#N/A,#N/A,Frio12a,,50-TX-2.4-Frio12a-100
SALINE,101,,Frio12b,TX,-97.944623,26.857127,,32.7666,-96.7779,414.7041452,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,50,,#N/A,#N/A,#N/A,Frio12b,,50-TX-2.4-Frio12b-100
SALINE,102,,Frio13a,TX,-97.658205,26.763223,,32.7666,-96.7779,418.6002512,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,50,,#N/A,#N/A,#N/A,Frio13a,,50-TX-2.4-Frio13a-100
SALINE,103,,Frio13b,TX,-97.658205,26.763223,,32.7666,-96.7779,418.6002512,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,50,,#N/A,#N/A,#N/A,Frio13b,,50-TX-2.4-Frio13b-100
SALINE,104,,Frio13c,TX,-97.658205,26.763223,,32.7666,-96.7779,418.6002512,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,50,,#N/A,#N/A,#N/A,Frio13c,,50-TX-2.4-Frio13c-100
SALINE,105,,Frontier1,MT,-106.335923,45.32074,,32.7666,-96.7779,1007.147178,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Frontier1,,50-MT-2.4-Frontier1-100
SALINE,106,,Frontier2,WY,-105.732547,43.860527,,32.7666,-96.7779,907.0505355,1040,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Frontier2,,50-WY-2.4-Frontier2-100
SALINE,107,,Frontier3,WY,-108.489624,44.262418,,32.7666,-96.7779,1014.701348,1170,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Frontier3,,50-WY-2.4-Frontier3-100
SALINE,108,,Frontier4,WY,-109.96198,41.857891,,32.7666,-96.7779,957.9348418,1100,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Frontier4,,50-WY-2.4-Frontier4-100
SALINE,109,,Fusselman1,TX,-102.443718,31.793246,,32.7666,-96.7779,338.0619711,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,50,,#N/A,#N/A,#N/A,Fusselman1,,50-TX-2.4-Fusselman1-100
SALINE,110,,Fusselman2,NM,-103.618913,32.964927,,32.7666,-96.7779,397.6243731,460,14.65209966,1,50,4.013087396,50,2.569530778,21.23471784,50,,#N/A,#N/A,#N/A,Fusselman2,,50-NM-2.4-Fusselman2-100
SALINE,111,,Glorieta1,NM,-106.359433,35.331517,,32.7666,-96.7779,576.7879892,660,20.49850396,1,50,4.013087396,50,2.569530778,27.08112214,50,,#N/A,#N/A,#N/A,Glorieta1,,50-NM-2.4-Glorieta1-100
SALINE,112,,Green River1,UT,-109.986768,39.986064,,32.7666,-96.7779,887.5741093,1020,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Green River1,,50-UT-2.4-Green River1-100
SALINE,113,,Hermosa1a,CO,-108.364208,37.210988,,32.7666,-96.7779,724.2849678,830,25.47877429,1,50,4.013087396,50,2.569530778,32.06139247,50,,#N/A,#N/A,#N/A,Hermosa1a,,50-CO-2.4-Hermosa1a-100
SALINE,114,,Hermosa1b,CO,-108.368257,37.207819,,32.7666,-96.7779,724.4113453,830,25.47877429,1,50,4.013087396,50,2.569530778,32.06139247,50,,#N/A,#N/A,#N/A,Hermosa1b,,50-CO-2.4-Hermosa1b-100
SALINE,115,,InyanKara1,MT,-105.26819,47.403704,,32.7666,-96.7779,1106.051907,1270,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,InyanKara1,,50-MT-2.4-InyanKara1-100
SALINE,116,,InyanKara2,SD,-102.646774,45.346961,,32.7666,-96.7779,924.863134,1060,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,InyanKara2,,50-SD-2.4-InyanKara2-100
SALINE,117,,InyanKara3,ND,-102.432213,47.40825,,32.7666,-96.7779,1055.308174,1210,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,InyanKara3,,50-ND-2.4-InyanKara3-100
SALINE,118,,Knox1,IL,-88.808935,38.884721,,32.7666,-96.7779,615.010889,710,21.72552709,1,50,4.013087396,50,2.569530778,28.30814526,50,,#N/A,#N/A,#N/A,Knox1,,50-IL-2.4-Knox1-100
SALINE,119,,Knox2,IL,-88.498717,38.153149,,32.7666,-96.7779,596.5499061,690,21.22028227,1,50,4.013087396,50,2.569530778,27.80290045,50,,#N/A,#N/A,#N/A,Knox2,,50-IL-2.4-Knox2-100
SALINE,120,,Knox3,IN,-87.114343,38.699345,,32.7666,-96.7779,679.6362786,780,23.84755531,1,50,4.013087396,50,2.569530778,30.43017349,50,,#N/A,#N/A,#N/A,Knox3,,50-IN-2.4-Knox3-100
SALINE,121,,Knox4,IN,-87.638568,38.085161,,32.7666,-96.7779,632.483061,730,22.20190077,1,50,4.013087396,50,2.569530778,28.78451895,50,,#N/A,#N/A,#N/A,Knox4,,50-IN-2.4-Knox4-100
SALINE,122,,Knox5,KY,-87.295219,37.482424,,32.7666,-96.7779,627.3691478,720,21.95649615,1,50,4.013087396,50,2.569530778,28.53911432,50,,#N/A,#N/A,#N/A,Knox5,,50-KY-2.4-Knox5-100
SALINE,123,,Knox6,KY,-87.624044,37.541511,,32.7666,-96.7779,613.6061617,710,21.72552709,1,50,4.013087396,50,2.569530778,28.30814526,50,,#N/A,#N/A,#N/A,Knox6,,50-KY-2.4-Knox6-100
SALINE,124,,Lakota01,MT,-106.061443,45.432586,,32.7666,-96.7779,1006.315088,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lakota01,,50-MT-2.4-Lakota01-100
SALINE,125,,Lakota02,WY,-105.620597,43.86603,,32.7666,-96.7779,904.1562104,1040,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lakota02,,50-WY-2.4-Lakota02-100
SALINE,126,,Lance1,WY,-107.756669,43.079182,,32.7666,-96.7779,929.8047858,1070,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lance1,,50-WY-2.4-Lance1-100
SALINE,127,,Lansing01,NE,-100.980746,41.237771,,32.7666,-96.7779,630.0545289,720,21.95649615,1,50,4.013087396,50,2.569530778,28.53911432,50,,#N/A,#N/A,#N/A,Lansing01,,50-NE-2.4-Lansing01-100
SALINE,128,,Lansing02,KS,-99.80935,39.078221,,32.7666,-96.7779,468.3550037,540,16.65864336,1,50,4.013087396,50,2.569530778,23.24126154,50,,#N/A,#N/A,#N/A,Lansing02,,50-KS-2.4-Lansing02-100
SALINE,129,,Leadville1,CO,-108.368257,37.207819,,32.7666,-96.7779,724.4113453,830,25.47877429,1,50,4.013087396,50,2.569530778,32.06139247,50,,#N/A,#N/A,#N/A,Leadville1,,50-CO-2.4-Leadville1-100
SALINE,130,,Leonard1,TX,-102.452467,31.794064,,32.7666,-96.7779,338.55049,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,50,,#N/A,#N/A,#N/A,Leonard1,,50-TX-2.4-Leonard1-100
SALINE,131,,Leonard2,NM,-103.618913,32.964927,,32.7666,-96.7779,397.6243731,460,14.65209966,1,50,4.013087396,50,2.569530778,21.23471784,50,,#N/A,#N/A,#N/A,Leonard2,,50-NM-2.4-Leonard2-100
SALINE,132,,Lockport01,KY,-82.850442,37.30154,,32.7666,-96.7779,847.8263803,980,29.53516839,1,50,4.013087396,50,2.569530778,36.11778656,50,,#N/A,#N/A,#N/A,Lockport01,,50-KY-2.4-Lockport01-100
SALINE,133,,Lockport02,OH,-81.401583,40.272727,,32.7666,-96.7779,997.9209735,1150,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lockport02,,50-OH-2.4-Lockport02-100
SALINE,134,,Lockport03,WV,-80.699289,38.618676,,32.7666,-96.7779,987.9679374,1140,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lockport03,,50-WV-2.4-Lockport03-100
SALINE,135,,Lockport04,PA,-78.648327,41.001534,,32.7666,-96.7779,1150.146321,1320,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lockport04,,50-PA-2.4-Lockport04-100
SALINE,136,,Lockport05,MD,-79.067462,39.561828,,32.7666,-96.7779,1092.405146,1260,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lockport05,,50-MD-2.4-Lockport05-100
SALINE,137,,Lockport06,NY,-77.313265,42.27949,,32.7666,-96.7779,1249.74317,1440,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Lockport06,,50-NY-2.4-Lockport06-100
SALINE,138,,Lower Tuscaloosa1,AL,-87.054397,31.45445,,32.7666,-96.7779,576.6567735,660,20.49850396,1,50,4.013087396,50,2.569530778,27.08112214,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa1,,50-AL-2.4-Lower Tuscaloosa1-100
SALINE,139,,Lower Tuscaloosa2,AL,-87.980554,30.736916,,32.7666,-96.7779,535.9583659,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa2,,50-AL-2.4-Lower Tuscaloosa2-100
SALINE,140,,Lower Tuscaloosa3,FL,-85.802593,30.513013,,32.7666,-96.7779,664.5059142,760,23.37118163,1,50,4.013087396,50,2.569530778,29.95379981,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa3,,50-FL-2.4-Lower Tuscaloosa3-100
SALINE,141,,Lower Tuscaloosa4,FL,-84.247302,30.432467,,32.7666,-96.7779,755.1807632,870,26.46039279,1,50,4.013087396,50,2.569530778,33.04301097,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa4,,50-FL-2.4-Lower Tuscaloosa4-100
SALINE,142,,Lower Tuscaloosa5,GA,-84.459381,31.008075,,32.7666,-96.7779,733.1969554,840,25.73861448,1,50,4.013087396,50,2.569530778,32.32123266,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa5,,50-GA-2.4-Lower Tuscaloosa5-100
SALINE,143,,Lower Tuscaloosa6,LA,-92.129244,31.796701,,32.7666,-96.7779,279.9765575,320,10.23481642,1,30,2.280819455,30,1.674525676,14.19016155,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa6,,50-LA-2.4-Lower Tuscaloosa6-100
SALINE,144,,Lower Tuscaloosa7,LA,-90.441911,30.770204,,32.7666,-96.7779,397.2822088,460,14.65209966,1,50,4.013087396,50,2.569530778,21.23471784,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa7,,50-LA-2.4-Lower Tuscaloosa7-100
SALINE,145,,Lower Tuscaloosa8,MS,-89.913294,32.332237,,32.7666,-96.7779,401.2998529,460,14.65209966,1,50,4.013087396,50,2.569530778,21.23471784,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa8,,50-MS-2.4-Lower Tuscaloosa8-100
SALINE,146,,Lower Tuscaloosa9,MS,-90.094294,31.364063,,32.7666,-96.7779,403.53062,460,14.65209966,1,50,4.013087396,50,2.569530778,21.23471784,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa9,,50-MS-2.4-Lower Tuscaloosa9-100
SALINE,147,,Lower Tuscaloosa10,MS,-89.078338,30.725223,,32.7666,-96.7779,474.2637406,550,17.33711497,1,50,4.013087396,50,2.569530778,23.91973315,50,,#N/A,#N/A,#N/A,Lower Tuscaloosa10,,50-MS-2.4-Lower Tuscaloosa10-100
SALINE,148,,Lyons1,CO,-104.746924,40.096968,,32.7666,-96.7779,673.0227586,770,23.60215069,1,50,4.013087396,50,2.569530778,30.18476886,50,,#N/A,#N/A,#N/A,Lyons1,,50-CO-2.4-Lyons1-100
SALINE,149,,Lyons2,CO,-103.708007,40.189039,,32.7666,-96.7779,641.5198685,740,22.88037238,1,50,4.013087396,50,2.569530778,29.46299056,50,,#N/A,#N/A,#N/A,Lyons2,,50-CO-2.4-Lyons2-100
SALINE,150,,Lyons3,CO,-104.932373,38.498043,,32.7666,-96.7779,605.6175143,700,21.4656869,1,50,4.013087396,50,2.569530778,28.04830507,50,,#N/A,#N/A,#N/A,Lyons3,,50-CO-2.4-Lyons3-100
SALINE,151,,Madison Gp-Mission Canyon Fm1,ND,-102.248011,47.523975,,32.7666,-96.7779,1060.259195,1220,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Madison Gp-Mission Canyon Fm1,,50-ND-2.4-Madison Gp-Mission Canyon Fm1-100
SALINE,152,,Madison Gp-Mission Canyon Fm2,ND,-103.437718,47.254191,,32.7666,-96.7779,1061.408606,1220,#N/A,1,50,4.013087396,50,2.569530778,#N/A,50,,#N/A,#N/A,#N/A,Madison Gp-Mission Canyon Fm2,,50-ND-2.4-Madison Gp-Mission Canyon Fm2-100
